name,country,calories,fat,carbs,protein,avg_rating,prep_time,cook_time,total_time,servings,pct_fat,pct_carbs,pct_protein
Amish Potato Salad,Amish and Mennonite,497.0,31.0,49.0,9.0,4.7,30,20,50,8.0,0.5613682092555332,0.39436619718309857,0.07243460764587525
Cuban Smoked Sausage with Chickpeas,Cuban,510.0,28.0,40.0,25.0,4.5,10,70,80,6.0,0.49411764705882355,0.3137254901960784,0.19607843137254902
Brazilian-Style Carrot Cake with Chocolate Sauce,Brazilian,438.0,16.0,72.0,6.0,3.0,20,43,68,10.0,0.3287671232876712,0.6575342465753424,0.0547945205479452
Breakfast Grits,Soul Food,240.0,9.0,31.0,8.0,4.5,10,20,30,4.0,0.3375,0.5166666666666667,0.13333333333333333
Super Easy Cabbage Stir Fry,Chinese,65.0,4.0,7.0,2.0,4.6,10,5,15,4.0,0.5538461538461539,0.4307692307692308,0.12307692307692308
Fresh Israeli Salad,Israeli,127.0,9.0,10.0,2.0,4.3,30,0,50,3.0,0.6377952755905512,0.31496062992125984,0.06299212598425197
Vegetarian Borscht,Russian,264.0,6.0,44.0,10.0,5.0,15,60,75,6.0,0.20454545454545456,0.6666666666666666,0.15151515151515152
Chef John's Grilled Mojo Beef,Cuban,382.0,23.0,16.0,29.0,4.8,10,8,138,4.0,0.5418848167539267,0.16753926701570682,0.3036649214659686
Jamaican Style Curry Chicken,Canadian,210.0,15.0,6.0,13.0,4.6,10,45,55,4.0,0.6428571428571429,0.11428571428571428,0.24761904761904763
Finnish Oven Pancakes,Finnish,181.0,8.0,21.0,5.0,5.0,10,20,30,8.0,0.39779005524861877,0.46408839779005523,0.11049723756906077
Chef John's Red Beans and Rice,Soul Food,542.0,21.0,63.0,26.0,4.8,30,195,225,8.0,0.34870848708487084,0.46494464944649444,0.1918819188191882
Kwek Kwek (Filipino Street Food),Filipino,150.0,9.0,16.0,2.0,4.3,20,20,60,12.0,0.54,0.4266666666666667,0.05333333333333334
4-Ingredient Orange Chicken,Chinese,615.0,23.0,85.0,20.0,4.2,5,20,25,4.0,0.33658536585365856,0.5528455284552846,0.13008130081300814
Easy Chinese Fried Noodles,Chinese,161.0,13.0,7.0,4.0,4.6,15,25,40,6.0,0.7267080745341615,0.17391304347826086,0.09937888198757763
Super Easy Polish Cabbage Rolls,Polish,273.0,7.0,28.0,25.0,4.3,45,45,90,8.0,0.23076923076923078,0.41025641025641024,0.3663003663003663
Spanish Garlic Shrimp (Gambas al Ajillo),Spanish,227.0,15.0,3.0,19.0,4.6,15,5,20,4.0,0.5947136563876652,0.05286343612334802,0.33480176211453744
Spicy Tex-Mex Salad,Tex-Mex,542.0,33.0,53.0,11.0,4.6,5,0,5,10.0,0.5479704797047971,0.39114391143911437,0.08118081180811808
Almond Cookies (Dim Sum Variety),Australian and New Zealander,173.0,11.0,18.0,2.0,4.9,20,15,35,24.0,0.5722543352601156,0.4161849710982659,0.046242774566473986
Anise Waffle Cookies,Swiss,89.0,3.0,13.0,2.0,4.5,15,30,90,36.0,0.30337078651685395,0.5842696629213483,0.0898876404494382
Swedish Meatballs (Svenska Kottbullar),Scandinavian,309.0,21.0,12.0,17.0,4.8,25,60,95,6.0,0.6116504854368932,0.1553398058252427,0.22006472491909385
Easy New Zealand Squares,Australian and New Zealander,280.0,13.0,42.0,3.0,4.3,20,30,50,9.0,0.41785714285714287,0.6,0.04285714285714286
Banh Mi Burgers,Vietnamese,487.0,27.0,27.0,33.0,4.6,30,10,280,6.0,0.4989733059548255,0.22176591375770022,0.27104722792607805
New York Knish - Yo!,Jewish,232.0,10.0,33.0,4.0,3.9,30,40,70,12.0,0.3879310344827586,0.5689655172413793,0.06896551724137931
Vietnamese Lemongrass Chicken,Vietnamese,308.0,19.0,4.0,29.0,4.8,10,10,40,4.0,0.5551948051948052,0.05194805194805195,0.37662337662337664
Filipino Beef Giniling (Afritada Style),Filipino,488.0,26.0,35.0,29.0,4.9,20,20,40,6.0,0.47950819672131145,0.28688524590163933,0.23770491803278687
Moo Shu Chicken,Chinese,319.0,14.0,17.0,30.0,5.0,20,30,50,4.0,0.3949843260188088,0.21316614420062696,0.3761755485893417
Empanadas Abiertas de Humita (Creamy Corn Empanadas),Argentinian,224.0,9.0,31.0,6.0,4.4,15,23,38,12.0,0.36160714285714285,0.5535714285714286,0.10714285714285714
Kropsua (Finnish Pancake),Finnish,438.0,28.0,36.0,11.0,4.0,10,20,30,4.0,0.5753424657534246,0.3287671232876712,0.1004566210045662
Tortilla Española,Spanish,340.0,16.0,37.0,14.0,4.6,20,25,50,4.0,0.4235294117647059,0.43529411764705883,0.16470588235294117
One-Pot Lebanese Chicken and Rice,Lebanese,680.0,27.0,61.0,44.0,3.3,10,40,50,4.0,0.3573529411764706,0.3588235294117647,0.25882352941176473
Chef John's Patatas Bravas,Spanish,678.0,55.0,43.0,6.0,4.6,25,20,90,4.0,0.7300884955752213,0.2536873156342183,0.035398230088495575
Amish Casserole,Amish and Mennonite,630.0,30.0,57.0,33.0,4.0,20,35,55,6.0,0.42857142857142855,0.3619047619047619,0.20952380952380953
Galette des Rois,French,229.0,15.0,20.0,3.0,4.9,20,30,50,16.0,0.5895196506550219,0.34934497816593885,0.05240174672489083
Chicken Sofrito,Portuguese,515.0,20.0,43.0,36.0,5.0,30,150,180,8.0,0.34951456310679613,0.3339805825242718,0.2796116504854369
Bazlama - Turkish Flat Bread,Turkish,505.0,4.0,100.0,15.0,4.6,30,15,240,4.0,0.07128712871287128,0.7920792079207921,0.1188118811881188
Cajun Blackened Catfish,Cajun and Creole,466.0,43.0,2.0,18.0,4.7,10,10,20,4.0,0.8304721030042919,0.017167381974248927,0.15450643776824036
Chef John's Buttermilk Biscuits,Southern Recipes,143.0,7.0,17.0,3.0,4.7,20,15,35,12.0,0.4405594405594406,0.4755244755244755,0.08391608391608392
Quick and Easy Pancit,Filipino,369.0,5.0,65.0,18.0,4.4,15,15,30,6.0,0.12195121951219512,0.7046070460704607,0.1951219512195122
Vietnamese Caramel Chicken,Vietnamese,464.0,30.0,7.0,39.0,5.0,10,15,35,6.0,0.5818965517241379,0.0603448275862069,0.33620689655172414
Espinacas con Garbanzos (Spinach with Garbanzo Beans),Spanish,169.0,5.0,26.0,7.0,4.5,15,10,25,4.0,0.26627218934911245,0.6153846153846154,0.16568047337278108
Hawaiian Bread I,Australian and New Zealander,169.0,4.0,29.0,4.0,4.5,10,180,190,15.0,0.21301775147928995,0.6863905325443787,0.09467455621301775
Mom's Kimchi Egg,Korean,208.0,19.0,4.0,8.0,4.9,5,5,10,2.0,0.8221153846153846,0.07692307692307693,0.15384615384615385
Polish Egg Salad,Polish,204.0,19.0,3.0,7.0,4.4,10,0,10,6.0,0.8382352941176471,0.058823529411764705,0.13725490196078433
Tex-Mex Turkey Soup,Tex-Mex,684.0,31.0,59.0,46.0,4.8,10,40,50,6.0,0.40789473684210525,0.34502923976608185,0.26900584795321636
Northern Ontario Partridge (Ruffed Grouse),Canadian,484.0,26.0,12.0,30.0,4.5,25,60,85,4.0,0.4834710743801653,0.09917355371900827,0.24793388429752067
Danish Cinnamon Snails,Danish,301.0,15.0,37.0,6.0,4.7,30,10,90,15.0,0.4485049833887043,0.49169435215946844,0.07973421926910298
Potato Soup with Gravlax Rosettes,Danish,331.0,18.0,34.0,12.0,5.0,30,20,55,4.0,0.48942598187311176,0.4108761329305136,0.14501510574018128
Easy Plum Cake,German,304.0,13.0,45.0,4.0,4.8,15,45,60,8.0,0.3848684210526316,0.5921052631578947,0.05263157894736842
Tea Party Sandwiches (Puerto Rican Version),Puerto Rican,340.0,18.0,31.0,12.0,4.8,30,0,30,15.0,0.4764705882352941,0.36470588235294116,0.1411764705882353
Puerto Rican Sancocho,Puerto Rican,424.0,8.0,74.0,19.0,4.6,40,150,190,12.0,0.16981132075471697,0.6981132075471698,0.1792452830188679
Tuscan Salmon,Italian,566.0,40.0,7.0,40.0,4.6,10,15,25,4.0,0.6360424028268551,0.04946996466431095,0.2826855123674912
Jamaican Curried Goat,Jamaican,238.0,8.0,20.0,22.0,4.6,15,105,180,8.0,0.3025210084033613,0.33613445378151263,0.3697478991596639
Shami Kabab (Bun Kabab),Pakistani,259.0,18.0,8.0,16.0,4.7,15,32,47,12.0,0.6254826254826255,0.12355212355212356,0.2471042471042471
Cornish Finnish Michigan Pasties,Finnish,882.0,50.0,76.0,30.0,4.5,0,0,0,8.0,0.5102040816326531,0.34467120181405897,0.1360544217687075
Cheesy Baked Grits,Soul Food,267.0,20.0,15.0,8.0,4.6,15,70,85,12.0,0.6741573033707865,0.2247191011235955,0.1198501872659176
Slow Cooker Creamed Corn,Southern Recipes,193.0,15.0,14.0,3.0,4.6,5,120,125,12.0,0.6994818652849741,0.29015544041450775,0.06217616580310881
Best Apple Crumble,Australian and New Zealander,660.0,31.0,92.0,7.0,4.2,30,75,105,8.0,0.42272727272727273,0.5575757575757576,0.04242424242424243
Tourtiere (French Canadian Meat Pie),Canadian,767.0,47.0,47.0,37.0,4.8,20,120,145,8.0,0.5514993481095176,0.24511082138200782,0.19295958279009126
Chinese Chicken Fried Rice,Chinese,425.0,10.0,48.0,35.0,4.3,25,15,40,7.0,0.21176470588235294,0.45176470588235296,0.32941176470588235
Instant Pot Lebanese Lentil Soup (Shorbat Adas),Lebanese,456.0,9.0,77.0,23.0,4.9,25,25,55,4.0,0.17763157894736842,0.6754385964912281,0.20175438596491227
Baked Swedish Rice Pudding,Swedish,231.0,8.0,33.0,8.0,4.7,10,35,45,8.0,0.3116883116883117,0.5714285714285714,0.13852813852813853
"Big Ray's White Bean, Kale, and Kielbasa Soup",Polish,404.0,20.0,40.0,20.0,4.7,15,30,45,4.0,0.44554455445544555,0.39603960396039606,0.19801980198019803
Puerto Rican Rice and Beans,Puerto Rican,330.0,6.0,51.0,12.0,4.5,15,45,60,10.0,0.16363636363636364,0.6181818181818182,0.14545454545454545
Cathead Biscuits,Soul Food,336.0,12.0,49.0,8.0,4.7,10,15,25,8.0,0.32142857142857145,0.5833333333333334,0.09523809523809523
Norwegian Pfeffernerse,Norwegian,257.0,14.0,32.0,2.0,4.0,0,0,0,30.0,0.490272373540856,0.4980544747081712,0.0311284046692607
Turkish Fish Stew,Turkish,456.0,12.0,53.0,33.0,4.7,15,30,45,4.0,0.23684210526315788,0.4649122807017544,0.2894736842105263
Rose Pavlova Cakes,Australian and New Zealander,81.0,5.0,8.0,1.0,5.0,25,75,150,18.0,0.5555555555555556,0.3950617283950617,0.04938271604938271
Sweet and Sour Pork,Chinese,663.0,35.0,75.0,14.0,4.8,30,30,120,4.0,0.4751131221719457,0.45248868778280543,0.08446455505279035
Fairy Bread,Australian and New Zealander,146.0,8.0,17.0,2.0,4.1,10,0,10,8.0,0.4931506849315068,0.4657534246575342,0.0547945205479452
Torsk (Scandinavian Cod),Danish,670.0,47.0,33.0,30.0,4.4,10,20,30,6.0,0.6313432835820896,0.19701492537313434,0.1791044776119403
Jewish Apple Cake from Bubba's Recipe Box,Jewish,528.0,20.0,83.0,6.0,4.7,30,90,180,12.0,0.3409090909090909,0.6287878787878788,0.045454545454545456
Southern Collard Greens,Soul Food,471.0,34.0,17.0,27.0,4.3,10,180,190,6.0,0.6496815286624203,0.14437367303609341,0.22929936305732485
Oxtails with Gravy,Soul Food,391.0,20.0,5.0,47.0,4.7,10,165,175,6.0,0.46035805626598464,0.05115089514066496,0.48081841432225064
Arroz con Pollo Perunao (Peruvian Rice with Chicken),Peruvian,739.0,30.0,65.0,46.0,4.5,30,90,125,6.0,0.36535859269282817,0.35182679296346414,0.2489851150202977
Malaguena Lemon and Dill Vinaigrette,Spanish,263.0,27.0,4.0,0.0,5.0,15,0,15,8.0,0.9239543726235742,0.060836501901140684,0.0
Authentic Pad Thai,Thai,583.0,21.0,79.0,22.0,4.3,20,20,70,6.0,0.3241852487135506,0.5420240137221269,0.1509433962264151
Indonesian Chicken Skewers with Peanut Sauce (Satay Ayam),Indonesian,326.0,22.0,9.0,25.0,4.6,10,30,100,4.0,0.6073619631901841,0.11042944785276074,0.3067484662576687
Louisiana Shrimp Creole,Cajun and Creole,253.0,9.0,21.0,24.0,4.6,15,20,35,5.0,0.3201581027667984,0.33201581027667987,0.3794466403162055
Vegetarian Bibimbap,Korean,395.0,19.0,45.0,14.0,4.6,30,20,50,3.0,0.43291139240506327,0.45569620253164556,0.14177215189873418
Tomato Bredie,South African,531.0,31.0,25.0,37.0,4.8,30,135,165,6.0,0.5254237288135594,0.18832391713747645,0.2787193973634652
Filipino Chicken Sopas,Filipino,345.0,14.0,35.0,20.0,5.0,10,70,80,6.0,0.3652173913043478,0.4057971014492754,0.2318840579710145
Vegetarian Mexican Lasagna,Tex-Mex,411.0,21.0,40.0,19.0,4.8,20,60,80,12.0,0.45985401459854014,0.38929440389294406,0.18491484184914841
Day After Thanksgiving Turkey Pho,Vietnamese,755.0,27.0,100.0,24.0,4.8,15,135,150,4.0,0.3218543046357616,0.5298013245033113,0.1271523178807947
Amish Butter and Egg Dinner Rolls,Amish and Mennonite,172.0,5.0,28.0,4.0,4.0,30,20,160,12.0,0.2616279069767442,0.6511627906976745,0.09302325581395349
Linzer Cookies,Austrian,82.0,3.0,13.0,1.0,4.5,20,10,120,32.0,0.32926829268292684,0.6341463414634146,0.04878048780487805
Pastitsio,Greek,556.0,36.0,22.0,34.0,4.6,20,90,120,10.0,0.5827338129496403,0.15827338129496402,0.2446043165467626
Chef John's Swedish Meatballs,Scandinavian,479.0,36.0,10.0,28.0,4.6,30,45,135,6.0,0.6764091858037579,0.08350730688935282,0.23382045929018788
Speculaas Cookies,Dutch,163.0,8.0,21.0,2.0,4.8,20,10,30,24.0,0.44171779141104295,0.5153374233128835,0.049079754601226995
Carne Guisada,Puerto Rican,677.0,47.0,19.0,45.0,4.7,15,120,135,4.0,0.6248153618906942,0.11225997045790251,0.2658788774002954
Stuffed Breast of Veal,Jewish,261.0,12.0,15.0,23.0,3.9,45,0,45,15.0,0.41379310344827586,0.22988505747126436,0.3524904214559387
Vietnamese Pork and Five Spice,Vietnamese,288.0,16.0,4.0,30.0,4.1,10,130,140,8.0,0.5,0.05555555555555555,0.4166666666666667
Peruvian Chicken Soup (Aguadito de Pollo),Peruvian,391.0,15.0,45.0,19.0,4.5,40,50,90,8.0,0.3452685421994885,0.46035805626598464,0.19437340153452684
Sinigang na Isda sa Miso (Fish Stew with Miso),Filipino,404.0,11.0,24.0,53.0,4.5,30,20,50,4.0,0.24504950495049505,0.2376237623762376,0.5247524752475248
Andouille Sausage,Cajun and Creole,482.0,46.0,1.0,16.0,4.6,20,15,95,24.0,0.8589211618257261,0.008298755186721992,0.13278008298755187
Coquito,Puerto Rican,354.0,14.0,46.0,7.0,4.8,5,10,15,10.0,0.3559322033898305,0.519774011299435,0.07909604519774012
Macarons (French Macaroons),French,92.0,1.0,18.0,3.0,4.3,30,10,130,16.0,0.09782608695652174,0.782608695652174,0.13043478260869565
Lemon Chicken Orzo Soup,Greek,167.0,4.0,22.0,12.0,4.8,20,30,50,12.0,0.2155688622754491,0.5269461077844312,0.2874251497005988
Puerto Rican Canned Corned Beef Stew,Puerto Rican,354.0,21.0,15.0,26.0,4.8,5,25,30,4.0,0.5338983050847458,0.1694915254237288,0.2937853107344633
Spanish Cod,Spanish,170.0,7.0,7.0,21.0,4.5,20,15,35,6.0,0.37058823529411766,0.16470588235294117,0.49411764705882355
Thai Red Chicken Curry,Thai,271.0,16.0,11.0,25.0,3.9,10,10,20,4.0,0.5313653136531366,0.16236162361623616,0.36900369003690037
Matzo Brei,Jewish,222.0,10.0,24.0,9.0,4.5,10,5,15,1.0,0.40540540540540543,0.43243243243243246,0.16216216216216217
Loukoumades,Greek,167.0,7.0,24.0,3.0,4.7,10,15,90,25.0,0.3772455089820359,0.5748502994011976,0.0718562874251497
Arabic Fattoush Salad,Lebanese,169.0,9.0,19.0,5.0,4.7,25,5,30,4.0,0.47928994082840237,0.44970414201183434,0.11834319526627218
Authentic Lebanese Fattoush,Lebanese,235.0,2.0,49.0,9.0,4.4,15,5,20,4.0,0.07659574468085106,0.8340425531914893,0.15319148936170213
Simple Swedish Pancakes,Swedish,228.0,7.0,30.0,12.0,4.3,10,2,12,4.0,0.27631578947368424,0.5263157894736842,0.21052631578947367
Wonton Soup,Chinese,195.0,6.0,21.0,13.0,4.7,30,10,65,6.0,0.27692307692307694,0.4307692307692308,0.26666666666666666
Mardi Gras King Cake,Southern Recipes,437.0,14.0,73.0,7.0,4.7,40,35,240,16.0,0.28832951945080093,0.6681922196796338,0.06407322654462243
Thai Chicken,Thai,466.0,21.0,17.0,53.0,3.8,20,45,125,4.0,0.4055793991416309,0.1459227467811159,0.45493562231759654
Chicken and Sausage Jambalaya,Cajun and Creole,623.0,40.0,29.0,37.0,4.2,20,45,70,6.0,0.5778491171749599,0.18619582664526485,0.2375601926163724
Portuguese Sweet Rice,Portuguese,296.0,5.0,53.0,10.0,4.5,5,60,65,8.0,0.15202702702702703,0.7162162162162162,0.13513513513513514
Broccoli and Carrot Stir Fry,Chinese,90.0,6.0,8.0,3.0,4.6,10,16,26,5.0,0.6,0.35555555555555557,0.13333333333333333
Amish Buttermilk Biscuits,Amish and Mennonite,223.0,9.0,30.0,5.0,4.9,10,15,25,7.0,0.3632286995515695,0.5381165919282511,0.08968609865470852
Horseradish Beets (Chrin),Russian,84.0,1.0,20.0,2.0,4.2,10,0,10,10.0,0.10714285714285714,0.9523809523809523,0.09523809523809523
Maria's Paella,Spanish,814.0,30.0,87.0,47.0,4.5,30,40,70,6.0,0.3316953316953317,0.4275184275184275,0.23095823095823095
Perfect Fried Green Tomatoes,Southern Recipes,443.0,23.0,52.0,8.0,4.9,20,10,40,5.0,0.4672686230248307,0.46952595936794583,0.07223476297968397
Filipino Lechon Kawali,Filipino,502.0,45.0,2.0,21.0,4.8,10,45,70,4.0,0.8067729083665338,0.01593625498007968,0.16733067729083664
Chef John's Sausage & Shrimp Jambalaya,Cajun and Creole,495.0,25.0,37.0,30.0,4.7,15,60,75,4.0,0.45454545454545453,0.298989898989899,0.24242424242424243
Finnish Nissua,Finnish,216.0,5.0,37.0,6.0,4.6,40,30,200,30.0,0.20833333333333334,0.6851851851851852,0.1111111111111111
Indonesian Satay,Indonesian,329.0,18.0,12.0,31.0,4.6,25,20,60,6.0,0.49240121580547114,0.1458966565349544,0.3768996960486322
Cazuela de Vaca (Beef and Pumpkin Stew),Chilean,314.0,11.0,35.0,22.0,4.7,30,135,165,6.0,0.31528662420382164,0.445859872611465,0.2802547770700637
Kachumbari,South African,124.0,8.0,15.0,3.0,5.0,15,0,55,4.0,0.5806451612903226,0.4838709677419355,0.0967741935483871
Schupfnudeln (German Fried Potato Dumplings),German,286.0,6.0,50.0,8.0,3.5,20,45,65,6.0,0.1888111888111888,0.6993006993006993,0.11188811188811189
Tuscan Chicken Casserole,Italian,597.0,40.0,13.0,48.0,4.7,20,20,40,4.0,0.6030150753768844,0.08710217755443886,0.32160804020100503
Turmeric Golden Milk with Turmeric Paste,Indian,150.0,6.0,22.0,2.0,5.0,5,20,40,2.0,0.36,0.5866666666666667,0.05333333333333334
Paneer Butter Masala,Indian,469.0,41.0,15.0,11.0,4.9,10,20,30,4.0,0.7867803837953091,0.1279317697228145,0.09381663113006397
Kookoo Sabzi (Fresh Herb Frittata),Persian,238.0,21.0,7.0,8.0,5.0,30,25,65,8.0,0.7941176470588235,0.11764705882352941,0.13445378151260504
Russian Cheese Pancakes (Syrniki),Russian,151.0,7.0,16.0,8.0,5.0,10,10,20,5.0,0.41721854304635764,0.423841059602649,0.2119205298013245
Vietnamese Lemongrass Chicken Curry,Vietnamese,813.0,58.0,5.0,64.0,4.1,15,25,40,4.0,0.6420664206642066,0.024600246002460024,0.3148831488314883
"Portuguese Chourico, Beans, and Rice",Portuguese,722.0,24.0,109.0,19.0,4.4,10,30,40,2.0,0.29916897506925205,0.6038781163434903,0.10526315789473684
Souvlaki,Greek,189.0,8.0,4.0,24.0,4.8,30,10,160,12.0,0.38095238095238093,0.08465608465608465,0.5079365079365079
Portuguese Sausage and Kale Soup (Caldo Verde),Portuguese,586.0,37.0,35.0,28.0,4.5,25,45,70,8.0,0.568259385665529,0.23890784982935154,0.19112627986348124
Pork Scallopini,Italian,627.0,43.0,30.0,33.0,4.5,15,20,35,4.0,0.6172248803827751,0.19138755980861244,0.21052631578947367
Pho Ga Soup,Vietnamese,231.0,5.0,32.0,14.0,4.5,15,15,30,6.0,0.19480519480519481,0.5541125541125541,0.24242424242424243
Apfelkuchen (Apple Cake),German,370.0,14.0,57.0,5.0,4.8,20,35,85,12.0,0.34054054054054056,0.6162162162162163,0.05405405405405406
Ba'corn Cheese Corn,Korean,268.0,17.0,22.0,11.0,4.8,15,25,40,10.0,0.5708955223880597,0.3283582089552239,0.16417910447761194
Rugelach,Jewish,102.0,7.0,8.0,1.0,4.8,40,25,145,48.0,0.6176470588235294,0.3137254901960784,0.0392156862745098
Tanya's Jamaican Spice Bread,Jamaican,245.0,5.0,47.0,3.0,4.7,25,65,150,20.0,0.1836734693877551,0.7673469387755102,0.04897959183673469
Aebleskiver (Danish Pancakes),Danish,127.0,5.0,18.0,4.0,4.1,5,5,10,7.0,0.3543307086614173,0.5669291338582677,0.12598425196850394
Butter Chicken (Murgh Makhani),Indian,552.0,38.0,22.0,33.0,4.8,20,40,60,4.0,0.6195652173913043,0.15942028985507245,0.2391304347826087
Bolo de Fuba Cremoso (Creamy Cornmeal Cake),Brazilian,532.0,22.0,76.0,12.0,3.1,10,30,40,8.0,0.37218045112781956,0.5714285714285714,0.09022556390977443
Korean Banana Milk,Korean,243.0,4.0,47.0,5.0,4.1,5,0,5,1.0,0.14814814814814814,0.7736625514403292,0.0823045267489712
Sausage and Pepper Penne,Canadian,638.0,22.0,85.0,27.0,4.9,15,20,35,6.0,0.3103448275862069,0.5329153605015674,0.16927899686520376
German Rhubarb Almond Cake,German,608.0,30.0,77.0,10.0,4.8,15,75,150,8.0,0.4440789473684211,0.506578947368421,0.06578947368421052
Persian Saffron Chicken,Persian,320.0,21.0,5.0,28.0,4.6,15,35,60,4.0,0.590625,0.0625,0.35
Polish Chicken and Dumplings,Polish,704.0,34.0,53.0,43.0,4.5,30,180,210,8.0,0.4346590909090909,0.30113636363636365,0.24431818181818182
Danish Red Cabbage,Danish,120.0,4.0,21.0,2.0,4.6,15,65,80,6.0,0.3,0.7,0.06666666666666667
Colombian Ahuyama Soup,Colombian,88.0,3.0,15.0,2.0,3.8,20,20,40,10.0,0.3068181818181818,0.6818181818181818,0.09090909090909091
Mahalabia (Lebanese Cardamom Pudding),Lebanese,214.0,5.0,39.0,5.0,4.0,10,15,235,5.0,0.2102803738317757,0.7289719626168224,0.09345794392523364
Lebanese Fattoush (Bread Salad),Lebanese,241.0,14.0,26.0,5.0,4.7,20,5,26,4.0,0.5228215767634855,0.4315352697095436,0.08298755186721991
Peanut Butter Noodles,Thai,330.0,12.0,47.0,11.0,4.5,15,10,25,4.0,0.32727272727272727,0.5696969696969697,0.13333333333333333
Anzac Biscuits,Australian and New Zealander,90.0,5.0,11.0,1.0,4.3,15,15,30,22.0,0.5,0.4888888888888889,0.044444444444444446
Soul Smothered Chicken,Soul Food,372.0,23.0,22.0,19.0,4.7,15,60,75,8.0,0.5564516129032258,0.23655913978494625,0.20430107526881722
Finnish Blueberry Pie,Finnish,310.0,13.0,47.0,4.0,4.7,35,25,60,12.0,0.3774193548387097,0.6064516129032258,0.05161290322580645
Yazdi Cakes,Persian,215.0,14.0,20.0,3.0,4.7,15,25,40,24.0,0.586046511627907,0.37209302325581395,0.05581395348837209
Real Hummus,Greek,54.0,3.0,7.0,2.0,4.6,15,0,15,20.0,0.5,0.5185185185185185,0.14814814814814814
Danish Oven Pancake (Aeggekage),Danish,361.0,20.0,34.0,12.0,4.4,20,20,70,8.0,0.4986149584487535,0.3767313019390582,0.1329639889196676
Italian Steak Pizzaiola,Italian,477.0,33.0,12.0,30.0,4.5,5,20,25,4.0,0.6226415094339622,0.10062893081761007,0.25157232704402516
Baked Sweet and Sour Chicken Thighs with Pineapple,Chinese,463.0,14.0,45.0,44.0,4.6,15,15,30,2.0,0.27213822894168466,0.38876889848812096,0.3801295896328294
Cordon Bleu Chicken Rolls,French,490.0,25.0,14.0,50.0,4.6,30,40,70,6.0,0.45918367346938777,0.11428571428571428,0.40816326530612246
Chicken Pastina,Italian,320.0,19.0,24.0,13.0,3.5,5,10,15,2.0,0.534375,0.3,0.1625
Egg and Potato Curry,Bangladeshi,671.0,39.0,56.0,27.0,4.0,25,30,55,2.0,0.5230998509687034,0.33383010432190763,0.16095380029806258
Passover Matzo Lasagna,Jewish,242.0,9.0,23.0,16.0,4.6,20,30,50,12.0,0.3347107438016529,0.38016528925619836,0.2644628099173554
Kibbee Lebanese Style,Lebanese,417.0,29.0,17.0,22.0,4.6,15,30,45,4.0,0.6258992805755396,0.1630695443645084,0.21103117505995203
Light and Easy Greek Potato Salad,Greek,105.0,7.0,10.0,1.0,4.7,30,25,85,8.0,0.6,0.38095238095238093,0.0380952380952381
No-Bake Cannoli Pie,Italian,664.0,50.0,46.0,11.0,4.8,20,0,260,10.0,0.677710843373494,0.27710843373493976,0.06626506024096386
Easy Spoon Bread,Southern Recipes,225.0,10.0,27.0,8.0,4.0,15,45,60,6.0,0.4,0.48,0.14222222222222222
Adobong Pusit (Squid Adobo),Filipino,198.0,7.0,3.0,28.0,4.1,10,35,45,5.0,0.3181818181818182,0.06060606060606061,0.5656565656565656
Frozen Lemon Pavlova,Australian and New Zealander,476.0,17.0,77.0,8.0,4.5,30,15,180,8.0,0.32142857142857145,0.6470588235294118,0.06722689075630252
Quick Beef Stir-Fry,Chinese,268.0,16.0,9.0,23.0,4.5,15,10,25,4.0,0.5373134328358209,0.13432835820895522,0.34328358208955223
Vegetarian Korma,Indian,462.0,31.0,41.0,9.0,4.6,25,30,55,4.0,0.6038961038961039,0.354978354978355,0.07792207792207792
Amish Macaroni Salad,Amish and Mennonite,532.0,25.0,66.0,9.0,4.5,15,10,85,6.0,0.42293233082706766,0.49624060150375937,0.06766917293233082
Ayam Bakar (Indonesian Grilled Chicken),Indonesian,464.0,28.0,18.0,38.0,5.0,25,45,70,6.0,0.5431034482758621,0.15517241379310345,0.3275862068965517
Thai Chicken Curry in Coconut Milk,Thai,269.0,12.0,6.0,31.0,4.1,25,10,35,4.0,0.40148698884758366,0.08921933085501858,0.46096654275092935
Delicious Easy Chicken Francese,French,395.0,18.0,20.0,35.0,4.3,25,25,50,4.0,0.41012658227848103,0.20253164556962025,0.35443037974683544
Easy Mochi,Japanese,183.0,0.0,43.0,3.0,4.4,30,5,95,8.0,0.0,0.9398907103825137,0.06557377049180328
Vietnamese Stir-Fry,Vietnamese,475.0,34.0,9.0,32.0,4.3,30,25,175,6.0,0.6442105263157895,0.07578947368421053,0.2694736842105263
Chinese Pork Dumplings,Chinese,540.0,25.0,50.0,28.0,4.8,20,60,80,5.0,0.4166666666666667,0.37037037037037035,0.2074074074074074
Greek Baklava,Greek,393.0,26.0,38.0,6.0,4.8,25,50,75,18.0,0.5954198473282443,0.38676844783715014,0.061068702290076333
Mongolian Beef and Spring Onions,Chinese,391.0,12.0,55.0,18.0,4.6,15,10,35,4.0,0.27621483375959077,0.5626598465473146,0.18414322250639387
Chocolate Black Tea Cake,Austrian,421.0,24.0,49.0,7.0,4.2,20,60,80,12.0,0.5130641330166271,0.4655581947743468,0.0665083135391924
Blackened Salmon Fillets,Cajun and Creole,511.0,38.0,5.0,37.0,4.7,15,10,25,4.0,0.6692759295499021,0.03913894324853229,0.2896281800391389
