name,country,calories,fat,carbs,protein,avg_rating,prep_time,cook_time,total_time,servings,pct_fat,pct_carbs,pct_protein
Portuguese Custard Tarts (Pasteis de Nata),Portuguese,210.0,11.0,25.0,4.0,4.8,60,25,240,12.0,0.4714285714285714,0.47619047619047616,0.0761904761904762
Shakshooka,Israeli,176.0,10.0,16.0,9.0,4.1,30,25,55,6.0,0.5113636363636364,0.36363636363636365,0.20454545454545456
Dash's Donair,Canadian,489.0,21.0,50.0,26.0,4.7,30,75,105,4.0,0.38650306748466257,0.40899795501022496,0.21267893660531698
Kabob Koobideh (Persian Ground Meat Kabobs),Persian,260.0,18.0,4.0,21.0,4.4,30,25,85,8.0,0.6230769230769231,0.06153846153846154,0.3230769230769231
Tex-Mex Enchiladas,Tex-Mex,933.0,59.0,69.0,35.0,4.6,15,30,45,5.0,0.5691318327974276,0.2958199356913183,0.15005359056806003
Homemade Tom Yum Soup,Thai,146.0,2.0,18.0,15.0,4.9,20,30,50,6.0,0.1232876712328767,0.4931506849315068,0.410958904109589
Aebleskiver,Danish,63.0,3.0,8.0,2.0,4.7,15,15,30,30.0,0.42857142857142855,0.5079365079365079,0.12698412698412698
Canadian Walleye (Pickerel),Canadian,439.0,16.0,33.0,38.0,4.2,30,15,45,8.0,0.32801822323462415,0.30068337129840544,0.3462414578587699
Shrimp with Broccoli in Garlic Sauce,Chinese,264.0,9.0,15.0,30.0,4.4,15,15,30,4.0,0.3068181818181818,0.22727272727272727,0.45454545454545453
Booyah Chicken,Belgian,664.0,35.0,28.0,56.0,4.6,20,150,170,12.0,0.4743975903614458,0.1686746987951807,0.3373493975903614
Sweet and Sour Red Cabbage,Scandinavian,210.0,12.0,26.0,1.0,4.4,10,15,35,4.0,0.5142857142857142,0.49523809523809526,0.01904761904761905
Best Fried Walleye,Canadian,592.0,31.0,40.0,39.0,4.8,20,15,35,4.0,0.47128378378378377,0.2702702702702703,0.2635135135135135
Yummy Korean-Style Glass Noodles (Japchae),Korean,363.0,11.0,65.0,2.0,4.6,5,5,25,4.0,0.2727272727272727,0.7162534435261708,0.02203856749311295
Baked Oatmeal,Amish and Mennonite,393.0,15.0,59.0,7.0,4.6,10,40,50,8.0,0.3435114503816794,0.6005089058524173,0.07124681933842239
Chef John's Miso Soup,Japanese,80.0,1.0,11.0,7.0,5.0,20,20,80,4.0,0.1125,0.55,0.35
Instant Pot Thai Chicken Soup,Thai,266.0,18.0,17.0,19.0,4.7,20,30,50,6.0,0.6090225563909775,0.2556390977443609,0.2857142857142857
Quick and Easy Paella,Spanish,476.0,19.0,47.0,26.0,4.8,15,55,70,6.0,0.3592436974789916,0.3949579831932773,0.2184873949579832
Bob's Stuffed Banana Peppers,Italian,593.0,43.0,29.0,25.0,4.8,30,90,120,8.0,0.6526138279932546,0.19561551433389546,0.16863406408094436
Brazilian Lemonade,Brazilian,152.0,1.0,36.0,1.0,4.7,10,0,10,4.0,0.05921052631578947,0.9473684210526315,0.02631578947368421
Brazilian Fish Stew,Brazilian,359.0,22.0,16.0,27.0,4.4,20,25,65,6.0,0.5515320334261838,0.17827298050139276,0.3008356545961003
Japanese Agedashi Tofu,Japanese,191.0,13.0,11.0,6.0,4.4,10,5,30,4.0,0.612565445026178,0.23036649214659685,0.1256544502617801
Arayes (Lebanese Crispy Meat Stuffed Pita),Lebanese,553.0,30.0,39.0,31.0,4.8,15,10,85,4.0,0.488245931283906,0.2820976491862568,0.22423146473779385
Puerto Rican Tostones (Fried Plantains),Puerto Rican,136.0,3.0,29.0,1.0,4.6,10,10,20,2.0,0.19852941176470587,0.8529411764705882,0.029411764705882353
Coconut Sauce,Filipino,161.0,8.0,23.0,1.0,3.7,5,20,25,10.0,0.4472049689440994,0.5714285714285714,0.024844720496894408
Fried Cabbage and Egg Noodles,German,690.0,28.0,93.0,19.0,4.5,5,15,20,4.0,0.3652173913043478,0.5391304347826087,0.11014492753623188
Persian Rice with Potato Tahdig,Persian,288.0,5.0,55.0,5.0,5.0,10,35,45,6.0,0.15625,0.7638888888888888,0.06944444444444445
New Year's Day Black-Eyed Peas,Soul Food,120.0,3.0,17.0,6.0,4.4,15,180,195,16.0,0.225,0.5666666666666667,0.2
How to Make Beef Satay,Indonesian,484.0,27.0,19.0,40.0,4.8,15,10,150,4.0,0.5020661157024794,0.15702479338842976,0.3305785123966942
DIY Finnish Lonkero (a.k.a. Long Drink),Finnish,145.0,0.0,18.0,1.0,4.7,5,0,5,1.0,0.0,0.496551724137931,0.027586206896551724
Filipino Chicken Salad,Filipino,225.0,15.0,21.0,3.0,4.3,20,30,80,12.0,0.6,0.37333333333333335,0.05333333333333334
Cuban-Style Mojo Shrimp,Cuban,372.0,25.0,19.0,20.0,4.5,25,10,50,4.0,0.6048387096774194,0.20430107526881722,0.21505376344086022
Greek Chicken Meatballs,Greek,203.0,12.0,4.0,20.0,5.0,20,20,40,12.0,0.5320197044334976,0.07881773399014778,0.39408866995073893
Kentucky Biscuits,Soul Food,154.0,8.0,18.0,3.0,4.6,15,15,30,12.0,0.4675324675324675,0.4675324675324675,0.07792207792207792
Classic Beef Empanadas,Argentinian,393.0,15.0,52.0,15.0,4.8,30,40,90,12.0,0.3435114503816794,0.5292620865139949,0.15267175572519084
Thit Kho (Caramelized Pork Belly),Vietnamese,410.0,26.0,16.0,27.0,4.4,20,75,105,6.0,0.5707317073170731,0.15609756097560976,0.2634146341463415
Kongnamool (Korean Soybean Sprouts),Korean,288.0,23.0,15.0,16.0,4.5,10,5,15,4.0,0.71875,0.20833333333333334,0.2222222222222222
The Right Way to Cook Greens!,Soul Food,217.0,16.0,16.0,7.0,4.4,15,5,20,4.0,0.663594470046083,0.29493087557603687,0.12903225806451613
Pressure Cooker Red Beans and Sausage,Soul Food,299.0,18.0,16.0,17.0,4.7,20,30,70,8.0,0.5418060200668896,0.2140468227424749,0.22742474916387959
Baked Taco Dip,Canadian,317.0,24.0,7.0,19.0,4.8,10,30,40,8.0,0.6813880126182965,0.08832807570977919,0.23974763406940064
Curry Stand Chicken Tikka Masala Sauce,Indian,328.0,23.0,13.0,18.0,4.9,15,65,80,6.0,0.6310975609756098,0.15853658536585366,0.21951219512195122
